Dataset,Regressor_Name,CV_R2_mean
734012530000022638,StandardScaler_LR,0.9148121954298949
734012530000022638,MinMaxScaler_LR,0.9148121954298949
734012530000022638,MaxAbsScaler_LR,0.9148121954298949
734012530000022638,RobustScaler_LR,0.9148121954298951
734012530000022638,QuantileTransformer-Normal_LR,0.6134917415674457
734012530000022638,QuantileTransformer-Uniform_LR,0.6526783370283944
734012530000022638,PowerTransformer-Yeo-Johnson_LR,0.7857835485724051
734012530000022638,Normalizer_LR,0.9145417201215279
