,date,real_output,StandardScaler_LR,MinMaxScaler_LR,MaxAbsScaler_LR,RobustScaler_LR,QuantileTransformer-Normal_LR,QuantileTransformer-Uniform_LR,PowerTransformer-Yeo-Johnson_LR,Normalizer_LR
19524,1567310400000,0.01,0.34302092733328615,0.34302092733327716,0.3430209273332806,0.3430209273332854,1.1595306317774807,1.050297168153251,0.19198461600651318,0.3312007993389252
19525,1567314000000,0.07,0.4486736563276398,0.4486736563276318,0.44867365632763523,0.44867365632764,2.040264481738644,2.016899548804018,0.26504644330278027,0.43432210518907566
19526,1567321200000,1.61,0.6836754361029027,0.6836754361028987,0.6836754361029018,0.6836754361029048,2.6882213137621123,2.7005413281549338,0.9054754522015114,0.6640439565825996
19527,1567324800000,3.58,2.3774248774891333,2.3774248774891342,2.3774248774891342,2.3774248774891324,3.322086824674191,3.447334098067813,3.9362382448245574,2.3309844568865254
19528,1567328400000,5.46,4.236360322610292,4.236360322610292,4.236360322610291,4.236360322610282,3.472933770327747,3.5509365162840574,4.15866797016422,4.160259285302766
19529,1567332000000,6.41,5.675269618472503,5.675269618472495,5.675269618472497,5.67526961847248,3.717402634384871,3.785485864436244,4.65787030307364,5.5771833299335025
19530,1567335600000,5.3,5.999457725260179,5.999457725260166,5.999457725260169,5.999457725260142,3.7730425274382497,3.835448043635248,4.489891559051669,5.896928629216242
19531,1567342800000,0.05,4.209635487581161,4.209635487581146,4.209635487581151,4.209635487581122,3.459902482522991,3.5366015868834246,3.521718984363229,4.135878718482219
19532,1567346400000,0.02,0.0,0.0,0.0,0.0,2.7730667417752812,2.765502327275792,0.0,0.0
19533,1567350000000,0.14,0.0,0.0,0.0,0.0,2.4189709644796853,2.247204627156826,0.013601474655473567,0.0
19534,1567353600000,0.21,0.04184639749639474,0.04184639749641225,0.041846397496401955,0.04184639749640029,1.7464374054754475,1.4882181683974594,0.06078768980644511,0.032913149179824075
19535,1567357200000,0.18,0.39778065513672545,0.39778065513673316,0.397780655136735,0.39778065513674016,1.305500926378729,0.902260929165025,0.26239815981369696,0.384053037909715
19536,1567364400000,0.01,0.1879839318216724,0.18798393182167528,0.18798393182167783,0.18798393182168255,0.7499677032110448,0.10337166045206292,0.25846932203185,0.17919848470039598
19537,1567368000000,0.0,0.0,0.0,0.0,0.0,0.7172892355756711,0.07198106759904954,0.0,0.0
19538,1567371600000,0.0,0.0,0.0,0.0,0.0,0.3838689365599588,0.0,0.0,0.0
19539,1567375200000,0.0,0.0,0.0,0.0,0.0,0.26209005256290574,0.0,0.0,0.0
19540,1567378800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19541,1567386000000,0.0,0.04534317574715696,0.04534317574714719,0.04534317574715008,0.04534317574715507,0.0,0.0,0.0,0.04015631400555264
19542,1567389600000,0.0,0.128950140011879,0.1289501400118684,0.12895014001187144,0.12895014001187652,0.0,0.0,0.0,0.12193559224930581
19543,1567393200000,0.01,0.22100405132553325,0.2210040513255231,0.22100405132552625,0.22100405132553125,0.0,0.0,0.0,0.2118781557714428
19544,1567396800000,0.01,0.3430394281289403,0.34303942812893096,0.3430394281289343,0.34303942812893934,1.141451593925726,1.0193191503912176,0.1908215253550295,0.33116893770428435
19545,1567400400000,0.09,0.4484081872338437,0.4484081872338358,0.44840818723383924,0.448408187233844,1.9939587881924672,1.945160981355099,0.2497849772346079,0.43400319281717703
19546,1567407600000,1.97,0.7223200537584327,0.7223200537584289,0.7223200537584322,0.722320053758435,2.9202231232018034,2.9192567176297466,1.117595612156941,0.7019578140142588
19547,1567411200000,4.25,2.7501074398217735,2.7501074398217744,2.7501074398217744,2.7501074398217726,3.2750003328748,3.424314576668789,3.936512146974408,2.6977487255617296
19548,1567414800000,5.41,4.880346960121274,4.880346960121272,4.880346960121272,4.88034696012126,3.5593633485971328,3.621794384471692,4.347638004753851,4.793948503833846
