,date,real_output,StandardScaler_LR,MinMaxScaler_LR,MaxAbsScaler_LR,RobustScaler_LR,QuantileTransformer-Normal_LR,QuantileTransformer-Uniform_LR,PowerTransformer-Yeo-Johnson_LR,Normalizer_LR
22717,1566334800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22718,1566338400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22719,1566342000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017610183480271213
22720,1566345600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04202410093578646
22721,1566349200000,0.0,0.050239709266622024,0.0502397092666218,0.05023970926662091,0.050239709266627075,0.0,0.0,0.0,0.09600159718806833
22722,1566352800000,0.0,0.07544329683741302,0.0754432968374128,0.07544329683741235,0.07544329683741803,0.0,0.0,0.0,0.12234948502733789
22723,1566356400000,0.0,0.14354263014915514,0.1435426301491552,0.1435426301491547,0.14354263014916013,0.0,0.0,0.0,0.18761880436531697
22724,1566360000000,0.03,0.2200605788123574,0.2200605788123578,0.22006057881235774,0.22006057881236232,0.0,0.2854411266873278,0.01900571240413107,0.2605549714022916
22725,1566363600000,0.31,0.2796448607978035,0.27964486079780415,0.27964486079780393,0.2796448607978078,0.495096183365468,0.784173998443225,0.20533063742102742,0.3210061156901902
22726,1566367200000,1.32,0.6447946346021134,0.644794634602114,0.6447946346021136,0.6447946346021157,1.4244622985293978,1.3806046907148462,1.3437310538892429,0.6795167725638316
22727,1566370800000,2.52,1.7703497410348934,1.7703497410348938,1.7703497410348943,1.7703497410348912,1.4095536236069732,1.886766898921564,2.4257159608502126,1.787723307083203
22728,1566374400000,3.76,2.9536283804426504,2.953628380442651,2.9536283804426513,2.953628380442644,1.6338839947743597,2.2655306873290546,2.4578754631856023,2.952639295297989
22729,1566378000000,2.6,4.07871348146576,4.078713481465761,4.078713481465759,4.078713481465747,1.9097247790299443,2.545936077578513,2.894078425208927,4.060147540878027
22730,1566381600000,4.31,2.405712197030546,2.40571219703055,2.4057121970305473,2.405712197030529,2.109061683319416,2.7233082050216226,3.1005113456448434,2.410787637277795
22731,1566385200000,2.14,4.281594685469651,4.281594685469652,4.28159468546965,4.281594685469634,1.9758147516307547,2.5870143477994736,2.7816522579878074,4.260942536025662
22732,1566388800000,3.91,1.5392719023405923,1.5392719023405967,1.539271902340595,1.5392719023405785,2.134180372547364,2.4887734817563927,2.5286720787337233,1.5528804094827604
22733,1566392400000,4.17,3.8557996455017682,3.855799645501767,3.855799645501767,3.855799645501747,2.119834559980938,2.5390414948926554,2.9398653511685695,3.837877331923206
22734,1566396000000,4.3,3.701022856854905,3.7010228568549053,3.701022856854906,3.701022856854887,1.9013259206054758,2.3447541877810227,2.467197715269041,3.688392225625705
22735,1566399600000,2.4,4.014420556696126,4.014420556696128,4.014420556696126,4.014420556696109,1.75944342747988,2.1268562621473515,2.341000632753196,3.986042351013741
22736,1566403200000,1.72,1.6228123924817597,1.6228123924817632,1.6228123924817601,1.622812392481746,1.7189799899610319,2.1079392573622058,2.1733140960877533,1.6290611130867307
