date,air_humidity_id,precipitation_id,sun_hours_id,output
1514764800000,97,0.3,0.0,
1514768400000,96,0.0,0.0,
1514772000000,96,0.0,0.0,
1514775600000,96,0.0,0.0,
1514779200000,97,0.0,0.0,
1514782800000,98,0.0,0.0,
1514786400000,97,0.0,0.0,
1514790000000,98,0.0,0.0,
1514793600000,99,0.0,0.1,
1514797200000,99,0.0,0.7,
1514800800000,100,0.0,1.1,
1514804400000,99,0.6,1.3,
1514808000000,99,2.1,1.0,
1514811600000,99,0.6,0.6,
1514815200000,99,1.0,0.0,
1514818800000,99,1.0,0.0,
1514822400000,99,0.0,0.0,
1514826000000,99,0.0,0.0,
1514829600000,97,0.0,0.0,
1514833200000,94,0.0,0.0,
1514836800000,96,0.0,0.0,
1514840400000,99,0.2,0.0,
1514844000000,98,0.0,0.0,
1514847600000,97,0.0,0.0,
1514851200000,96,0.0,0.0,
1514854800000,98,0.0,0.0,
1514858400000,99,0.0,0.0,
1514862000000,98,0.0,0.0,
1514865600000,98,0.0,0.0,
1514869200000,97,0.0,0.0,
1514872800000,94,0.0,0.0,
1514876400000,93,0.0,0.0,
1514880000000,94,0.0,0.2,
1514883600000,94,0.0,1.0,
1514887200000,92,0.0,2.7,
1514890800000,92,0.0,2.7,
1514894400000,89,0.0,1.4,
1514898000000,89,0.0,0.8,
1514901600000,89,0.0,0.1,
1514905200000,86,0.0,0.0,
1514908800000,83,0.0,0.0,
1514912400000,82,0.0,0.0,
1514916000000,85,0.0,0.0,
1514919600000,86,0.0,0.0,
1514923200000,85,0.0,0.0,
1514926800000,86,0.0,0.0,
1514930400000,89,0.0,0.0,
1514934000000,90,0.0,0.0,
1514937600000,93,0.0,0.0,
1514941200000,88,0.0,0.0,
1514944800000,87,0.0,0.0,
1514948400000,89,0.0,0.0,
1514952000000,94,0.0,0.0,
1514955600000,94,0.0,0.0,
1514959200000,95,0.0,0.0,
1514962800000,96,0.0,0.0,
1514966400000,94,0.0,0.2,
1514970000000,94,0.0,0.9,
1514973600000,91,0.0,1.9,
1514977200000,91,0.0,1.8,
1514980800000,88,0.0,1.4,
1514984400000,89,0.1,0.6,
1514988000000,92,0.0,0.0,
1514991600000,91,0.0,0.0,
1514995200000,93,0.0,0.0,
1514998800000,93,0.2,0.0,
1515002400000,93,0.0,0.0,
1515006000000,91,0.0,0.0,
1515009600000,91,0.0,0.0,
1515013200000,93,0.1,0.0,
1515016800000,88,0.0,0.0,
1515020400000,90,0.0,0.0,
1515024000000,91,0.0,0.0,
1515027600000,88,0.0,0.0,
1515031200000,90,0.0,0.0,
1515034800000,85,0.0,0.0,
1515038400000,92,0.1,0.0,
1515042000000,87,0.0,0.0,
1515045600000,90,0.0,0.0,
1515049200000,91,0.1,0.0,
1515052800000,89,0.0,0.1,
1515056400000,92,0.3,0.8,
1515060000000,93,0.5,1.3,
1515063600000,94,0.2,1.5,
1515067200000,96,0.4,1.2,
1515070800000,96,0.5,0.7,
1515074400000,96,0.1,0.1,
1515078000000,95,0.1,0.0,
1515081600000,96,0.0,0.0,
1515085200000,96,0.1,0.0,
1515088800000,95,0.2,0.0,
1515092400000,96,0.1,0.0,
1515096000000,96,0.1,0.0,
1515099600000,97,0.1,0.0,
1515103200000,97,0.0,0.0,
1515106800000,98,0.0,0.0,
1515110400000,98,0.1,0.0,
1515114000000,98,0.0,0.0,
1515117600000,98,0.0,0.0,
1515121200000,98,0.0,0.0,
1515124800000,99,0.0,0.0,
1515128400000,99,0.0,0.0,
1515132000000,99,0.0,0.0,
1515135600000,99,0.0,0.0,
1515139200000,99,0.0,0.1,
1515142800000,99,0.0,0.7,
1515146400000,97,0.0,1.1,
1515150000000,97,0.0,1.3,
1515153600000,96,0.0,1.3,
1515157200000,96,0.0,0.7,
