date,air_temperature_id,precipitation_id,sun_hours_id,output
1519495200000,-5.6,0.0,0.0,
1519538400000,-9.9,0.0,0.0,
1519581600000,-7.2,0.0,0.0,
1519624800000,-9.8,0.0,0.0,
1519668000000,-6.8,0.0,0.0,
1519711200000,-11.8,0.0,0.0,
1519754400000,-12.8,0.0,0.0,
1519797600000,-15.0,0.0,0.1,
1519840800000,-10.5,0.0,0.0,
1519884000000,-11.3,0.0,0.1,
1519927200000,-7.7,0.0,0.0,
1519970400000,-11.0,0.0,0.1,
1520013600000,-5.9,0.0,0.0,
1520056800000,-10.3,0.0,0.1,
1520100000000,-4.2,0.0,0.0,
1520143200000,-5.2,0.0,0.1,
1520186400000,-4.2,0.0,0.0,
1520229600000,-7.7,0.0,0.2,
1520272800000,-3.9,0.0,0.0,
1520316000000,-4.5,0.0,0.3,
1520359200000,-1.8,0.0,0.0,
1520402400000,-3.2,0.0,0.2,
1520445600000,-1.6,0.0,0.0,
1520488800000,-4.6,0.0,0.2,
1520532000000,-2.8,0.1,0.0,
1520575200000,-1.2,0.1,0.3,
1520618400000,-0.9,0.5,0.0,
1520661600000,-4.1,0.0,0.3,
1520704800000,-1.7,0.0,0.0,
1520748000000,-2.9,0.0,0.4,
1520791200000,-1.1,0.0,0.0,
1520834400000,0.5,0.0,0.5,
1520877600000,1.1,0.0,0.0,
1520920800000,0.5,0.0,0.6,
1520964000000,-0.7,0.0,0.0,
1521007200000,-2.2,0.0,0.7,
1521050400000,-2.6,0.0,0.0,
1521093600000,-7.9,0.2,1.3,
1521136800000,-5.9,0.0,0.0,
1521180000000,-10.8,0.0,1.9,
1521223200000,-6.4,0.0,0.0,
1521266400000,-9.9,0.0,2.0,
1521309600000,-3.2,0.0,0.0,
1521352800000,-11.4,0.0,2.3,
1521396000000,-1.1,0.0,0.0,
1521439200000,-2.2,0.0,1.0,
1521482400000,-1.2,0.0,0.0,
1521525600000,-2.8,0.0,2.7,
1521568800000,-3.0,0.0,0.0,
1521612000000,-3.0,0.0,2.2,
1521655200000,1.5,0.0,0.0,
1521698400000,-1.5,0.0,1.9,
1521741600000,4.5,0.0,0.0,
1521784800000,-0.8,0.0,1.4,
1521828000000,4.0,0.0,0.0,
1521871200000,-1.3,0.0,2.3,
1521914400000,2.4,0.0,0.0,
1521957600000,1.9,0.0,2.5,
1522000800000,4.3,0.0,0.0,
1522044000000,-3.3,0.0,1.5,
1522087200000,-2.3,0.0,0.0,
1522130400000,-6.8,0.0,4.2,
1522173600000,-2.2,0.0,0.0,
1522216800000,-7.5,0.0,4.4,
1522260000000,-1.1,0.0,0.0,
1522303200000,-7.8,0.0,1.7,
1522346400000,-0.6,0.0,0.0,
1522389600000,-5.6,0.0,4.1,
1522432800000,-1.2,0.0,0.0,
1522476000000,-5.0,0.0,1.8,
1522519200000,1.4,0.0,0.0,
1522562400000,-2.7,0.0,3.3,
1522605600000,1.8,0.0,0.0,
1522648800000,-1.2,0.0,1.9,
1522692000000,3.4,0.0,0.0,
1522735200000,-5.2,0.0,6.0,
1522778400000,3.7,0.0,0.0,
1522821600000,1.5,0.0,3.6,
1522864800000,5.1,0.0,0.0,
1522908000000,3.5,0.0,3.2,
1522951200000,4.7,0.0,0.0,
1522994400000,0.5,0.1,3.8,
1523037600000,3.5,0.0,0.0,
1523080800000,-0.7,0.0,3.1,
1523124000000,6.6,0.0,0.0,
1523167200000,3.3,0.0,2.4,
1523210400000,9.7,0.0,0.0,
1523253600000,2.5,0.0,4.1,
1523296800000,1.2,0.0,0.0,
1523340000000,0.7,0.0,7.9,
1523383200000,3.5,0.0,0.0,
1523426400000,-0.7,0.0,9.8,
1523469600000,4.9,0.0,0.0,
1523512800000,0.5,0.0,3.4,
1523556000000,6.0,0.0,0.1,
1523599200000,2.5,0.0,9.5,
1523642400000,8.6,0.0,0.1,
1523685600000,1.8,0.0,9.2,
1523728800000,14.2,0.0,0.1,
1523772000000,5.1,0.0,4.5,
1523815200000,6.5,0.0,0.0,
1523858400000,3.7,0.0,5.4,
1523901600000,10.0,0.0,0.1,
1523944800000,3.6,0.0,7.3,
1523988000000,10.7,0.0,0.3,
1524031200000,6.1,0.0,7.5,
1524074400000,13.0,0.0,0.5,
1524117600000,6.9,0.0,12.4,
1524160800000,14.0,0.0,0.2,
1524204000000,11.5,0.0,12.2,
1524247200000,19.0,0.0,0.2,
1524290400000,10.4,0.0,14.1,
1524333600000,14.3,0.0,0.6,
1524376800000,8.4,0.0,15.4,
1524420000000,12.5,0.0,0.6,
1524463200000,7.2,0.0,12.7,
1524506400000,6.5,0.0,0.3,
1524549600000,7.3,0.0,14.9,0.0
1524592800000,8.5,0.0,0.4,0.0
1524636000000,6.2,0.0,9.5,
1524679200000,8.2,0.0,0.3,
1524722400000,6.1,0.1,7.4,
1524765600000,7.5,1.3,0.5,
1524808800000,6.9,0.0,13.6,
1524852000000,7.1,0.0,0.4,
1524895200000,6.0,0.0,12.2,
1524938400000,8.6,0.0,0.9,
1524981600000,6.5,0.1,6.3,
1525024800000,10.9,0.0,0.8,
1525068000000,7.1,0.0,11.3,
1525111200000,9.5,0.0,0.4,
1525154400000,8.8,0.6,9.8,
1525197600000,9.4,0.0,0.4,
1525240800000,8.0,0.0,15.4,
1525284000000,10.3,0.0,1.3,
1525327200000,8.2,0.0,12.4,
1525370400000,6.6,0.1,0.8,
1525413600000,8.0,0.0,17.5,
1525456800000,10.6,0.0,1.2,
1525500000000,8.4,0.0,19.7,
1525543200000,17.2,0.0,2.2,
1525586400000,11.8,0.0,15.8,
1525629600000,16.9,0.0,1.9,
1525672800000,13.9,0.0,25.2,
1525716000000,17.6,0.0,1.7,
1525759200000,11.8,0.0,18.3,
1525802400000,21.3,0.0,2.2,
1525845600000,15.6,0.0,23.2,
1525888800000,17.5,0.0,2.7,
1525932000000,11.5,0.0,24.7,
1525975200000,17.9,0.0,1.9,
1526018400000,16.5,0.5,17.0,
1526061600000,19.4,0.0,1.6,
1526104800000,15.5,0.0,15.1,
1526148000000,17.8,0.0,0.9,
1526191200000,14.0,0.0,19.7,
1526234400000,22.1,0.0,2.5,
1526277600000,15.9,0.0,25.2,
1526320800000,23.0,0.0,2.9,
1526364000000,17.6,0.0,25.1,
1526407200000,23.8,0.0,3.0,
1526450400000,19.1,0.0,22.9,
1526493600000,24.5,0.0,2.5,
1526536800000,12.5,0.0,20.1,
1526580000000,14.0,0.0,2.3,
1526623200000,11.5,0.0,22.5,
1526666400000,15.5,0.0,3.1,
1526709600000,13.8,0.0,20.2,
1526752800000,19.1,0.0,2.6,
1526796000000,15.8,0.0,21.6,
1526839200000,20.2,0.0,3.2,
1526882400000,18.1,0.0,24.0,
1526925600000,20.2,0.0,2.3,
1526968800000,15.1,0.0,11.3,
1527012000000,21.4,0.0,3.3,
1527055200000,16.5,0.0,17.3,
1527098400000,17.7,0.0,3.6,
1527141600000,13.6,0.0,26.7,
1527184800000,21.6,0.0,4.3,
1527228000000,17.3,0.0,27.6,
1527271200000,20.1,0.0,4.4,
1527314400000,16.6,0.0,26.5,
1527357600000,22.0,0.0,4.4,
1527400800000,16.8,0.0,29.4,
1527444000000,19.5,0.0,5.0,
1527487200000,13.5,0.0,27.7,
1527530400000,18.8,0.0,2.0,
1527573600000,16.4,0.0,22.9,
1527616800000,24.7,0.0,4.6,
1527660000000,20.0,0.0,30.9,
1527703200000,22.4,0.0,5.4,
1527746400000,16.0,0.0,33.3,
1527789600000,20.2,0.0,5.5,
1527832800000,16.0,0.0,33.5,
1527876000000,21.8,0.0,4.9,
1527919200000,22.8,0.0,23.1,
1527962400000,24.5,0.0,1.9,
1528005600000,21.5,0.0,27.1,
1528048800000,19.2,0.0,2.4,
1528092000000,18.2,0.0,10.5,
1528135200000,18.1,0.0,6.4,
1528178400000,9.2,0.0,40.2,
1528221600000,13.3,0.0,2.5,
1528264800000,10.0,0.0,40.0,
1528308000000,14.9,0.0,6.3,
1528351200000,13.5,0.0,13.1,
1528394400000,22.9,0.0,2.3,
1528437600000,14.8,0.0,34.3,
1528480800000,20.8,0.0,6.9,
1528524000000,16.6,0.0,35.9,
1528567200000,24.7,0.0,5.0,
1528610400000,21.4,0.0,15.1,
1528653600000,25.3,0.0,3.6,
1528696800000,17.5,0.0,20.2,
1528740000000,16.2,0.0,1.8,
1528783200000,13.8,0.0,29.7,
1528826400000,18.2,0.0,6.9,
1528869600000,14.5,0.0,24.0,
1528912800000,14.0,0.0,1.9,
1528956000000,16.2,0.0,15.3,
1528999200000,19.2,0.0,2.1,
1529042400000,16.4,0.0,32.0,
1529085600000,19.1,0.0,6.5,
1529128800000,16.5,0.0,13.9,
1529172000000,19.8,0.0,1.8,
1529215200000,16.9,0.0,10.5,
1529258400000,15.6,0.0,1.5,
1529301600000,14.4,0.0,19.5,
1529344800000,17.8,0.0,2.5,
1529388000000,13.6,0.0,13.0,
1529431200000,17.4,0.0,7.0,
1529474400000,14.5,0.0,39.7,
1529517600000,12.3,0.0,2.2,
1529560800000,10.8,0.9,16.8,
1529604000000,8.9,1.4,2.3,
1529647200000,9.1,0.0,15.3,
1529690400000,14.0,0.0,2.4,
1529733600000,11.6,0.0,22.6,
1529776800000,17.3,0.0,5.8,
1529820000000,15.0,0.0,31.5,
1529863200000,17.8,0.0,6.6,
1529906400000,16.0,0.0,24.6,
1529949600000,21.3,0.0,7.5,
1529992800000,16.0,0.0,28.5,
1530036000000,20.9,0.0,4.7,
1530079200000,20.0,0.0,30.2,
1530122400000,26.2,0.0,5.8,
1530165600000,22.2,0.0,31.1,
1530208800000,22.8,0.0,3.2,
1530252000000,13.9,0.0,-999.0,
1530295200000,16.4,0.0,-999.0,
1530338400000,12.7,0.0,-999.0,
1530381600000,16.4,0.0,-999.0,
1530424800000,14.9,0.0,37.1,
1530468000000,17.1,0.0,6.9,
1530511200000,15.1,0.0,30.6,
1530554400000,18.9,0.0,2.4,
1530597600000,14.9,0.0,15.0,
1530640800000,21.2,0.0,6.9,
1530684000000,16.9,0.0,36.9,
1530727200000,23.5,0.0,7.8,
1530770400000,18.7,0.0,33.7,
1530813600000,23.1,0.0,6.8,
1530856800000,19.8,0.0,25.7,
1530900000000,24.1,0.0,5.3,
1530943200000,16.2,0.0,11.6,
1530986400000,22.0,0.0,4.3,
1531029600000,16.0,0.0,36.9,
1531072800000,23.5,0.0,7.0,
1531116000000,14.7,0.0,13.4,
1531159200000,21.2,0.0,4.0,
1531202400000,18.7,0.0,33.8,
1531245600000,25.0,0.0,6.4,
1531288800000,19.7,0.0,32.9,
1531332000000,22.5,0.0,5.3,
1531375200000,18.5,0.0,27.9,
1531418400000,23.6,0.0,4.5,
1531461600000,20.5,0.0,25.2,
1531504800000,24.3,0.0,4.9,
1531548000000,22.6,0.0,24.6,
1531591200000,24.5,0.0,4.6,
1531634400000,21.1,0.0,28.1,
1531677600000,28.1,0.0,6.2,
1531720800000,24.0,0.0,30.1,
1531764000000,28.5,0.0,4.7,
1531807200000,23.0,0.0,27.2,
1531850400000,28.0,0.0,4.9,
1531893600000,22.7,0.0,23.9,
1531936800000,27.6,0.0,3.9,
1531980000000,23.9,0.0,15.6,
1532023200000,25.8,0.0,1.4,
1532066400000,21.1,0.0,17.5,
1532109600000,23.5,0.0,1.8,
1532152800000,20.9,0.0,8.1,
1532196000000,24.7,0.0,4.4,
1532239200000,19.6,0.0,22.1,
1532282400000,22.4,0.0,4.5,
1532325600000,18.9,0.0,27.8,
1532368800000,25.6,0.0,4.6,
1532412000000,21.7,0.0,26.2,
1532455200000,27.3,0.0,4.9,
1532498400000,23.1,0.0,29.1,
1532541600000,29.0,0.0,4.7,
1532584800000,21.2,0.0,21.7,
1532628000000,30.5,0.0,3.4,
1532671200000,20.1,0.0,19.9,
1532714400000,26.4,0.0,3.7,
1532757600000,21.3,0.0,11.6,
1532800800000,25.6,5.7,2.4,
1532844000000,21.0,7.5,7.2,
1532887200000,22.5,0.0,1.0,
1532930400000,22.7,0.0,19.8,
1532973600000,21.4,0.0,1.9,
1533016800000,21.4,0.0,12.9,
1533060000000,27.3,0.0,3.3,
1533103200000,22.8,0.0,18.8,
1533146400000,23.4,0.0,0.7,
1533189600000,21.5,0.0,7.9,
1533232800000,24.1,0.0,1.7,
1533276000000,20.0,0.0,20.9,
1533319200000,25.3,0.0,1.3,
1533362400000,19.9,6.7,10.6,
1533405600000,22.2,0.0,2.1,
1533448800000,19.0,0.0,21.1,
1533492000000,22.0,0.0,1.4,
1533535200000,14.3,0.0,14.7,
1533578400000,19.2,0.0,1.2,
1533621600000,16.6,0.0,20.1,
1533664800000,23.3,0.0,0.9,
1533708000000,21.9,0.0,12.4,
1533751200000,26.0,0.0,1.1,
1533794400000,21.3,0.0,18.6,
1533837600000,24.0,0.0,2.4,
1533880800000,19.5,1.4,8.5,
1533924000000,19.8,0.0,0.9,
1533967200000,17.3,0.0,21.7,
1534010400000,18.4,0.1,0.6,
1534053600000,12.8,0.3,12.0,
1534096800000,12.0,0.0,0.7,
1534140000000,12.7,0.0,20.6,
1534183200000,18.8,0.0,1.8,
1534226400000,13.7,0.0,7.7,
1534269600000,13.7,0.0,0.6,
1534312800000,14.1,0.0,11.9,
1534356000000,17.2,0.0,1.1,
1534399200000,17.4,0.0,7.5,
1534442400000,22.3,0.0,0.5,
1534485600000,19.4,0.0,5.0,
1534528800000,18.5,0.0,0.8,
1534572000000,16.4,0.0,15.1,
1534615200000,19.0,0.0,0.5,
1534658400000,16.1,0.0,16.3,
1534701600000,17.9,0.0,0.5,
1534744800000,14.5,0.0,9.5,
1534788000000,15.4,0.0,0.3,
1534831200000,12.1,0.0,15.9,
1534874400000,17.0,0.0,0.8,
1534917600000,14.3,0.0,6.0,
1534960800000,20.1,0.0,0.1,
1535004000000,18.4,0.0,6.4,
1535047200000,20.9,0.0,0.1,
1535090400000,18.3,0.0,4.0,
1535133600000,15.2,0.0,0.1,
1535176800000,13.0,0.0,12.2,
1535220000000,13.5,1.9,0.2,
1535263200000,11.6,0.0,5.2,
1535306400000,13.8,0.0,0.2,
1535349600000,12.2,0.0,4.2,
1535392800000,12.7,0.0,0.1,
1535436000000,13.7,0.0,3.6,
1535479200000,16.3,0.0,0.1,
1535522400000,12.5,0.0,4.8,
1535565600000,16.8,0.0,0.0,
1535608800000,15.1,0.0,3.3,
1535652000000,17.7,0.2,0.0,
1535695200000,12.4,0.1,5.3,
1535738400000,13.2,0.2,0.0,
1535781600000,12.0,0.0,3.4,
1535824800000,14.4,0.0,0.0,
1535868000000,11.3,0.0,9.8,
1535911200000,18.5,0.0,0.0,
1535954400000,12.3,0.0,10.7,
1535997600000,17.3,0.0,0.0,
1536040800000,14.0,0.0,3.5,
1536084000000,18.4,0.0,0.0,
1536127200000,12.5,0.0,7.2,
1536170400000,18.0,0.0,0.0,
1536213600000,13.6,0.0,2.4,
1536256800000,16.7,0.0,0.0,
1536300000000,14.0,0.0,4.9,
1536343200000,17.9,0.0,0.0,
1536386400000,16.3,0.0,2.1,
1536429600000,13.9,0.0,0.0,
1536472800000,10.9,0.0,7.5,
1536516000000,17.4,0.0,0.0,
1536559200000,14.2,0.0,6.2,
1536602400000,14.4,0.0,0.0,
1536645600000,13.4,0.0,3.0,
1536688800000,12.6,0.2,0.0,
1536732000000,12.4,0.0,7.4,
1536775200000,14.2,0.0,0.0,
1536818400000,11.1,0.0,8.0,
1536861600000,13.7,0.0,0.0,
1536904800000,12.5,0.0,3.8,
1536948000000,14.3,0.0,0.0,
1536991200000,12.8,0.0,2.6,
1537034400000,12.5,0.0,0.0,
1537077600000,8.5,0.0,6.9,
1537120800000,12.6,0.0,0.0,
1537164000000,13.6,0.0,3.3,
1537207200000,11.6,0.0,0.0,
1537250400000,12.9,0.0,2.6,
1537293600000,14.7,0.0,0.0,
1537336800000,17.1,0.0,4.7,
1537380000000,17.2,0.0,0.0,
1537423200000,15.2,0.0,5.7,
1537466400000,13.4,0.0,0.0,
1537509600000,12.6,0.0,2.2,
1537552800000,14.9,0.1,0.0,
1537596000000,10.7,1.1,2.5,
1537639200000,11.5,0.0,0.0,
1537682400000,7.9,0.0,4.9,
1537725600000,7.0,0.0,0.0,
1537768800000,2.2,0.0,4.1,
1537812000000,9.0,0.0,0.0,
1537855200000,3.1,0.0,4.4,
1537898400000,10.8,0.0,0.0,
1537941600000,10.2,0.5,1.6,
1537984800000,9.6,0.0,0.0,
1538028000000,7.6,0.0,1.4,
1538071200000,6.3,2.8,0.0,
1538114400000,4.7,0.0,3.7,
1538157600000,5.5,0.0,0.0,
1538200800000,2.6,0.0,2.9,
1538244000000,10.5,0.0,0.0,
1538287200000,10.2,0.0,1.5,
1538330400000,10.0,0.0,0.0,
1538373600000,7.5,0.0,1.5,
1538416800000,5.6,0.0,0.0,
1538460000000,1.4,0.0,1.1,
1538503200000,6.6,0.5,0.0,
1538546400000,5.6,0.0,1.5,
1538589600000,4.8,0.0,0.0,
1538632800000,1.0,0.0,2.7,
1538676000000,6.8,0.1,0.0,
1538719200000,12.7,0.0,1.1,
1538762400000,9.9,0.0,0.0,
1538805600000,8.0,0.0,1.3,
1538848800000,7.1,0.0,0.0,
1538892000000,5.1,0.0,1.6,
1538935200000,2.5,0.0,0.0,
1538978400000,7.6,0.0,1.1,
1539021600000,10.6,0.2,0.0,
1539064800000,11.9,0.0,0.9,
1539108000000,13.5,0.0,0.0,
1539151200000,13.0,0.0,0.6,
1539194400000,13.1,0.0,0.0,
1539237600000,8.5,0.0,1.4,
1539280800000,10.3,0.0,0.0,
1539324000000,8.5,0.0,0.9,
1539367200000,12.6,0.0,0.0,
1539410400000,12.2,0.0,0.6,
1539453600000,16.8,0.0,0.0,
1539496800000,12.5,0.0,1.1,
1539540000000,13.2,0.0,0.0,
1539583200000,9.0,0.0,0.9,
1539626400000,13.1,0.0,0.0,
1539669600000,9.0,0.0,0.5,
1539712800000,9.7,0.0,0.0,
1539756000000,11.0,0.0,0.2,
1539799200000,13.7,0.0,0.0,
1539842400000,11.2,0.0,0.2,
1539885600000,6.8,0.0,0.0,
1539928800000,-0.1,0.0,0.5,
1539972000000,4.1,0.0,0.0,
1540015200000,5.5,0.0,0.2,
1540058400000,4.0,0.0,0.0,
1540101600000,6.2,0.0,0.4,
1540144800000,12.9,0.0,0.0,
1540188000000,6.9,0.0,0.3,
1540231200000,7.7,0.0,0.0,
1540274400000,6.9,0.1,0.1,
1540317600000,3.6,0.0,0.0,
1540360800000,2.1,0.0,0.1,
1540404000000,3.7,0.0,0.0,
1540447200000,1.9,0.0,0.0,
1540490400000,2.0,0.0,0.0,
1540533600000,-3.8,0.0,0.0,
1540576800000,1.0,0.0,0.0,
1540620000000,0.6,0.0,0.0,
1540663200000,0.9,0.0,0.0,
1540706400000,-0.6,0.0,0.0,
1540749600000,-0.5,0.0,0.0,
1540792800000,-1.2,0.0,0.0,
1540836000000,0.9,0.0,0.0,
1540879200000,2.9,1.2,0.0,
1540922400000,7.9,0.5,0.0,
1540965600000,8.8,0.0,0.0,
1541008800000,8.5,0.0,0.0,
1541052000000,5.1,0.0,0.0,
1541095200000,6.1,0.0,0.0,
1541138400000,9.4,0.0,0.0,
1541181600000,8.6,0.0,0.0,
1541224800000,7.7,0.0,0.0,
1541268000000,4.7,0.0,0.0,
1541311200000,5.5,0.0,0.0,
1541354400000,4.6,0.0,0.0,
1541397600000,6.3,0.0,0.0,
1541440800000,8.0,0.0,0.0,
1541484000000,8.0,0.0,0.0,
1541527200000,7.6,0.0,0.0,
1541570400000,7.3,0.0,0.0,
1541613600000,7.0,0.0,0.0,
1541656800000,6.8,0.1,0.0,
1541700000000,7.7,0.0,0.0,
1541743200000,7.3,0.0,0.0,
1541786400000,7.4,0.0,0.0,
1541829600000,7.3,0.0,0.0,
1541872800000,7.1,0.0,0.0,
1541916000000,8.5,0.0,0.0,
1541959200000,7.9,0.0,0.0,
1542002400000,8.2,0.0,0.0,
1542045600000,7.8,0.0,0.0,
1542088800000,6.3,0.0,0.0,
1542132000000,7.7,0.0,0.0,
1542175200000,6.9,0.0,0.0,
1542218400000,7.4,0.0,0.0,
1542261600000,7.2,0.0,0.0,
1542304800000,9.4,0.0,0.0,
1542348000000,7.4,0.0,0.0,
1542391200000,6.7,0.0,0.0,
1542434400000,6.2,0.0,0.0,
1542477600000,2.6,0.0,0.0,
1542520800000,4.1,0.0,0.0,
1542564000000,3.8,0.0,0.0,
1542607200000,2.5,0.0,0.0,
1542650400000,0.7,0.0,0.0,
1542693600000,-0.8,0.0,0.0,
1542736800000,-3.1,0.0,0.0,
1542780000000,0.4,0.0,0.0,
1542823200000,1.5,0.0,0.0,
1542866400000,-1.6,0.0,0.0,
1542909600000,-3.5,0.0,0.0,
1542952800000,-5.4,0.0,0.0,
1542996000000,-5.0,0.0,0.0,
1543039200000,-5.5,0.0,0.0,
1543082400000,-3.4,0.0,0.0,
1543125600000,-6.2,0.0,0.0,
1543168800000,-6.1,0.0,0.0,
1543212000000,-0.8,0.0,0.0,
1543255200000,-2.4,0.0,0.0,
1543298400000,-6.0,0.0,-999.0,
1543341600000,-6.7,0.0,-999.0,
1543384800000,-12.6,0.0,-999.0,
1543428000000,-7.9,0.0,-999.0,
1543471200000,1.0,0.0,0.0,
1543514400000,0.8,0.0,0.0,
1543557600000,1.8,1.2,-999.0,
1543600800000,2.1,0.0,-999.0,
1543644000000,2.3,0.0,-999.0,
1543687200000,2.2,0.0,-999.0,
1543730400000,2.2,0.0,0.0,
1543773600000,4.5,0.0,0.0,
1543816800000,4.2,0.1,0.0,
1543860000000,5.2,0.9,0.0,
1543903200000,4.8,0.0,0.0,
1543946400000,1.9,0.0,0.0,
1543989600000,-1.0,0.0,0.0,
1544032800000,-1.2,0.0,0.0,
1544076000000,0.2,0.0,0.0,
1544119200000,-0.2,0.0,0.0,
1544162400000,1.2,0.0,0.0,
1544205600000,0.1,0.0,0.0,
1544248800000,5.3,0.4,0.0,
1544292000000,4.2,0.0,0.0,
1544335200000,4.5,0.0,0.0,
1544378400000,2.5,0.0,0.0,
1544421600000,-2.9,0.0,0.0,
1544464800000,0.5,0.0,0.0,
1544508000000,2.8,0.1,0.0,
1544551200000,1.7,0.0,0.0,
1544594400000,-0.7,0.0,0.0,
1544637600000,-0.6,0.0,0.0,
1544680800000,-2.6,0.0,0.0,
1544724000000,-1.3,0.0,0.0,
1544767200000,-1.6,0.0,0.0,
1544810400000,-3.2,0.0,0.0,
1544853600000,-3.6,0.0,0.0,
1544896800000,-3.6,0.0,0.0,
1544940000000,-1.4,0.0,0.0,
1544983200000,0.0,0.1,0.0,
1545026400000,-1.2,0.0,0.0,
1545069600000,-0.7,0.0,0.0,
1545112800000,-0.6,0.0,0.0,
1545156000000,-1.1,0.0,0.0,
1545199200000,-1.8,0.0,0.0,
1545242400000,1.0,0.0,0.0,
1545285600000,1.3,0.0,0.0,
1545328800000,-0.6,0.0,0.0,
1545372000000,-1.8,0.0,0.0,
1545415200000,-2.5,0.0,0.0,
1545458400000,-3.6,0.0,0.0,
1545501600000,-4.6,0.0,0.0,
1545544800000,-7.0,0.0,0.0,
1545588000000,-6.9,0.0,0.0,
1545631200000,-10.0,0.0,0.0,
1545674400000,-6.3,0.0,0.0,
1545717600000,-1.1,0.0,0.0,
1545760800000,1.9,0.0,0.0,
1545804000000,1.8,0.0,0.0,
1545847200000,1.5,0.0,0.0,
1545890400000,-1.1,0.0,0.0,
1545933600000,-0.7,0.0,0.0,
