date,air_humidity_id,cloud_coverage_id,air_pressure_id,sun_hours_id,output
1518328800000,80,88,1010.0,0.0,
1518350400000,74,100,1007.5,3.1,
1518372000000,80,100,1004.7,0.0,
1518415200000,97,100,999.4,0.0,
1518436800000,88,88,999.0,4.9,
1518458400000,81,100,998.6,0.0,
1518501600000,86,63,1004.1,0.0,
1518523200000,86,100,1009.0,3.9,
1518588000000,93,88,1020.0,0.0,
1518609600000,65,63,1023.2,4.9,
1518631200000,87,38,1025.2,0.0,
1518674400000,90,75,1025.3,0.0,
1518696000000,73,88,1023.8,4.4,
1518717600000,84,88,1021.5,0.0,
1518760800000,80,88,1016.5,0.0,
1518782400000,86,100,1016.8,4.4,
1518804000000,93,100,1018.3,0.0,
1518847200000,92,100,1022.0,0.0,
1518868800000,72,75,1023.2,11.0,
1518890400000,80,88,1023.8,0.0,
1518933600000,91,100,1023.8,0.0,
1518955200000,86,100,1023.9,4.2,
1518976800000,96,100,1022.9,0.0,
1519020000000,100,100,1023.2,0.0,
1519041600000,53,100,1026.3,5.2,
1519063200000,83,100,1028.2,0.0,
1519106400000,93,100,1028.5,0.0,
1519128000000,71,50,1028.6,10.0,
1519149600000,74,13,1028.1,0.0,
1519192800000,88,100,1026.7,0.0,
1519214400000,67,38,1027.5,17.4,
1519236000000,87,50,1028.5,0.0,
1519279200000,92,100,1029.6,0.0,
1519300800000,82,75,1029.3,9.1,
1519322400000,70,100,1027.9,0.0,
1519365600000,99,100,1025.6,0.0,
1519387200000,80,100,1027.9,14.5,
1519408800000,84,25,1032.0,0.0,
1519452000000,85,63,1038.6,0.0,
1519473600000,72,88,1038.9,7.7,
1519495200000,80,75,1038.7,0.0,
1519538400000,92,25,1039.9,0.1,
1519560000000,65,75,1039.7,9.2,
1519581600000,82,100,1038.3,0.0,
1519624800000,91,100,1035.8,0.1,
1519646400000,91,100,1034.0,7.6,
1519668000000,95,88,1033.3,0.0,
1519711200000,79,100,1037.1,0.1,
1519732800000,89,50,1041.7,9.0,
1519754400000,91,100,1043.6,0.0,
1519797600000,88,100,1044.3,0.1,
1519819200000,94,100,1045.2,5.6,
1519840800000,92,38,1043.8,0.0,
1519884000000,85,88,1037.2,0.1,0.0
1519905600000,84,100,1034.0,5.6,0.0
1519927200000,89,13,1030.4,0.0,0.0
1519970400000,81,75,1022.5,0.4,0.01
1519992000000,74,63,1019.4,10.9,5.57
1520013600000,71,38,1017.6,0.0,0.0
1520056800000,86,13,1014.4,0.5,0.01
1520078400000,62,75,1013.2,13.3,9.29
1520143200000,90,100,1009.7,0.3,0.0
1520164800000,69,100,1009.5,9.7,3.43
1520186400000,68,100,1009.3,0.0,0.0
1520229600000,85,100,1009.4,0.3,0.0
1520251200000,71,100,1008.1,7.4,4.63
1520272800000,86,75,1006.4,0.0,0.0
1520316000000,79,100,1003.2,0.3,0.0
1520337600000,84,100,1003.1,5.7,0.26
1520359200000,87,100,1004.2,0.0,0.0
1520402400000,82,100,1004.2,0.5,0.0
1520424000000,76,88,1004.8,11.5,2.16
1520445600000,87,100,1004.8,0.0,0.0
1520488800000,91,100,1002.0,0.4,0.0
1520510400000,97,100,1000.4,9.9,0.73
1520532000000,98,100,999.2,0.0,0.0
1520575200000,100,100,997.9,0.5,0.0
1520596800000,80,88,1000.4,10.0,0.18
1520618400000,94,100,1002.2,0.0,0.0
1520661600000,100,100,1005.9,0.5,0.0
1520683200000,99,100,1007.5,7.6,0.67
1520704800000,96,100,1008.9,0.0,0.0
1520748000000,89,100,1009.8,0.6,0.01
1520769600000,72,100,1010.3,10.6,1.83
1520791200000,86,100,1008.6,0.0,0.0
1520834400000,97,100,1000.9,0.6,0.0
1520856000000,98,100,996.9,7.8,1.24
1520877600000,99,100,994.0,0.0,0.0
1520920800000,100,100,991.3,0.7,0.0
1520942400000,100,100,992.8,11.6,0.73
1520964000000,95,100,997.5,0.0,0.0
1521007200000,80,100,1008.7,0.8,0.04
1521028800000,76,100,1013.5,10.0,12.06
1521050400000,80,88,1017.5,0.0,0.0
1521093600000,86,13,1021.6,2.0,0.19
1521115200000,72,75,1022.8,10.9,7.5
1521136800000,80,13,1024.7,0.0,0.01
1521180000000,85,13,1027.7,2.4,0.14
1521201600000,54,63,1028.5,27.0,6.11
1521223200000,63,13,1029.4,0.0,0.01
1521266400000,85,13,1031.7,2.6,0.11
1521288000000,54,50,1031.1,22.2,6.92
1521309600000,36,13,1029.7,0.0,0.01
1521352800000,58,63,1023.8,2.6,0.18
1521374400000,35,0,1021.1,28.3,12.76
1521396000000,35,25,1017.8,0.0,0.01
1521439200000,57,100,1009.0,1.3,0.16
1521460800000,52,100,1005.3,13.5,7.19
1521482400000,93,25,1005.0,0.0,0.0
1521525600000,88,25,1011.9,3.0,0.23
1521547200000,52,13,1017.3,31.2,12.43
1521568800000,48,13,1020.2,0.0,0.01
1521612000000,58,100,1016.1,3.2,0.4
1521633600000,41,13,1012.5,36.5,11.55
1521698400000,88,13,1003.8,3.9,0.15
1521720000000,62,13,1002.6,37.2,10.72
1521741600000,70,88,1004.5,0.0,0.02
1521784800000,64,63,1006.7,4.0,0.74
1521806400000,51,100,1006.6,18.7,10.78
1521828000000,64,88,1005.5,0.0,0.03
1521871200000,88,50,1002.7,4.2,0.45
1521892800000,77,100,1001.1,11.8,1.49
1521914400000,78,100,1001.1,0.0,0.0
1521957600000,89,100,1000.6,1.7,0.16
1521979200000,60,25,1001.2,38.5,12.39
1522000800000,56,13,1001.9,0.0,0.03
1522044000000,82,88,1011.5,2.0,0.01
1522065600000,45,13,1015.4,35.9,6.6
1524312000000,34,63,1008.8,59.2,12.31
1524333600000,31,13,1010.4,0.3,0.36
1524376800000,49,13,1014.2,16.8,1.05
1524398400000,46,63,1015.5,55.2,11.86
1524420000000,60,63,1016.2,0.4,0.33
1524463200000,62,63,1012.4,13.2,1.53
1524484800000,55,100,1008.0,32.0,1.51
1524506400000,100,100,1002.8,0.3,0.34
1524549600000,70,100,1000.2,6.9,1.14
1524571200000,49,88,999.2,38.7,3.23
1524592800000,79,100,996.4,0.2,0.13
1524636000000,82,100,996.5,7.3,1.49
1524657600000,46,25,995.7,70.1,6.94
1524679200000,49,63,995.8,0.5,0.42
1524722400000,78,63,999.3,8.1,0.7
1524744000000,55,88,1000.7,22.6,3.93
1524765600000,73,63,1002.1,0.4,0.38
1524808800000,75,38,1005.4,16.1,1.37
1524830400000,69,50,1007.1,42.7,7.03
1524852000000,75,75,1009.0,0.3,0.45
1524895200000,69,75,1011.5,16.2,1.54
1524916800000,47,75,1011.9,61.8,2.22
1524938400000,83,75,1012.7,0.6,0.45
1524981600000,88,100,1012.8,6.2,0.58
1525003200000,84,100,1012.8,24.4,5.22
1525024800000,73,75,1013.6,0.8,0.47
1525068000000,73,13,1015.4,20.2,1.61
1525089600000,61,88,1014.4,56.3,3.33
1525111200000,69,88,1010.9,0.5,0.28
1525154400000,93,100,1003.5,7.9,0.53
1525176000000,80,88,1005.7,37.6,4.29
1525197600000,75,50,1005.3,1.0,0.36
1525240800000,85,88,1008.1,7.1,1.49
1525262400000,62,88,1012.8,37.2,2.32
1525284000000,71,13,1014.7,1.0,0.56
1525327200000,68,50,1015.7,15.2,1.87
1525348800000,74,100,1013.8,23.5,1.01
1525370400000,95,100,1010.6,0.4,0.63
1525413600000,83,100,1017.3,9.4,1.16
1525435200000,60,88,1020.0,64.4,12.41
1525456800000,54,50,1021.1,1.0,0.47
1525521600000,44,13,1024.7,83.2,12.7
1525543200000,48,13,1024.4,1.6,0.43
1525586400000,69,25,1024.2,21.5,1.22
1525608000000,49,38,1022.7,76.6,13.03
1525629600000,49,13,1022.3,1.6,0.46
1525672800000,55,13,1022.7,24.5,1.11
1525694400000,37,13,1020.4,93.5,12.77
1525759200000,59,88,1021.5,18.4,1.43
1525780800000,37,25,1019.9,83.9,12.35
1525802400000,47,50,1018.9,1.8,0.75
1525845600000,52,13,1020.5,23.4,1.02
1525888800000,47,13,1019.7,2.2,0.49
1525932000000,56,13,1017.9,27.7,1.15
1525953600000,45,25,1017.9,90.9,12.12
1525975200000,59,13,1017.4,1.8,0.6
1526018400000,57,25,1018.6,22.4,1.69
1526061600000,62,25,1020.1,1.6,0.39
1526104800000,65,13,1021.1,19.2,1.37
1526191200000,55,0,1023.5,22.1,1.12
1526212800000,33,13,1023.5,86.8,12.34
1526277600000,50,13,1023.5,27.1,1.01
1526299200000,26,13,1022.6,99.7,11.99
1526320800000,35,13,1021.7,2.7,0.6
1526385600000,23,25,1019.1,83.4,12.03
