date,precipitation_id,sun_hours_id,output
946688400000,0.1,0.0,
946692000000,0.2,0.0,
946695600000,0.0,0.0,
946699200000,0.0,0.0,
946702800000,0.1,0.0,
946706400000,0.0,0.0,
946710000000,0.0,0.0,
946713600000,0.1,0.0,
946717200000,0.2,0.8,
946720800000,0.5,1.2,
946724400000,0.7,1.2,
946728000000,0.3,1.4,
946731600000,0.4,0.8,
946735200000,0.5,0.0,
946738800000,0.5,0.0,
946742400000,0.2,0.0,
946746000000,0.1,0.0,
946749600000,0.0,0.0,
946753200000,0.0,0.0,
946756800000,0.0,0.0,
946760400000,0.0,0.0,
946764000000,0.0,0.0,
946767600000,0.0,0.0,
946771200000,0.0,0.0,
946774800000,0.0,0.0,
946778400000,0.0,0.0,
946782000000,0.0,0.0,
946785600000,0.0,0.0,
946789200000,0.0,0.0,
946792800000,0.0,0.0,
946796400000,0.0,0.0,
946800000000,0.0,0.0,
946803600000,0.0,0.5,
946807200000,0.0,1.1,
946810800000,0.0,1.6,
946814400000,0.3,1.3,
946818000000,0.3,0.6,
946821600000,0.0,0.0,
946825200000,0.0,0.0,
946828800000,0.0,0.0,
946832400000,0.0,0.0,
946836000000,0.0,0.0,
946839600000,0.0,0.0,
946843200000,0.0,0.0,
946846800000,0.0,0.0,
946850400000,0.0,0.0,
946854000000,0.0,0.0,
946857600000,0.0,0.0,
946861200000,0.0,0.0,
946864800000,0.0,0.0,
946868400000,0.0,0.0,
946872000000,0.0,0.0,
946875600000,0.0,0.0,
946879200000,0.0,0.0,
946882800000,0.0,0.0,
946886400000,0.0,0.0,
946890000000,0.0,1.7,
946893600000,0.0,4.1,
946897200000,0.0,4.2,
946900800000,0.0,4.4,
946904400000,0.0,2.1,
946908000000,0.3,0.0,
946911600000,0.4,0.0,
946915200000,0.0,0.0,
946918800000,0.0,0.0,
946922400000,0.0,0.0,
946926000000,0.0,0.0,
946929600000,0.0,0.0,
946933200000,0.0,0.0,
946936800000,0.0,0.0,
946940400000,0.0,0.0,
946944000000,0.0,0.0,
946947600000,0.0,0.0,
946951200000,0.0,0.0,
946954800000,0.0,0.0,
946958400000,0.0,0.0,
946962000000,0.0,0.0,
946965600000,0.0,0.0,
946969200000,0.0,0.0,
946972800000,0.0,0.0,
946976400000,0.0,1.7,
946980000000,0.0,3.9,
946983600000,0.0,5.4,
946987200000,0.0,4.7,
946990800000,0.0,2.4,
946994400000,0.0,0.0,
946998000000,0.0,0.0,
947001600000,0.0,0.0,
947005200000,0.0,0.0,
947008800000,0.0,0.0,
947012400000,0.0,0.0,
947016000000,0.0,0.0,
947019600000,0.0,0.0,
947023200000,0.0,0.0,
947026800000,0.0,0.0,
947030400000,0.0,0.0,
947034000000,0.0,0.0,
947037600000,0.0,0.0,
947041200000,0.0,0.0,
947044800000,0.0,0.0,
947048400000,0.0,0.0,
947052000000,0.0,0.0,
947055600000,0.0,0.0,
947059200000,0.0,0.0,
947062800000,0.0,0.7,
947066400000,0.0,2.1,
947070000000,0.0,4.8,
947073600000,0.0,2.5,
947077200000,0.0,1.6,
947080800000,0.0,0.1,
947084400000,0.0,0.0,
947088000000,0.0,0.0,
947091600000,0.0,0.0,
947095200000,0.0,0.0,
947098800000,0.0,0.0,
947102400000,0.0,0.0,
947106000000,0.0,0.0,
947109600000,0.0,0.0,
947113200000,0.0,0.0,
947116800000,0.0,0.0,
947120400000,0.0,0.0,
947124000000,0.0,0.0,
947127600000,0.0,0.0,
