,date,real_output,StandardScaler_LR,MinMaxScaler_LR,MaxAbsScaler_LR,RobustScaler_LR,QuantileTransformer-Normal_LR,QuantileTransformer-Uniform_LR,PowerTransformer-Yeo-Johnson_LR,Normalizer_LR,StandardScaler_RFR,MinMaxScaler_RFR,MaxAbsScaler_RFR,RobustScaler_RFR,QuantileTransformer-Normal_RFR,QuantileTransformer-Uniform_RFR,PowerTransformer-Yeo-Johnson_RFR,Normalizer_RFR
35062,1579575600000,0.0,0.2575148648334995,0.2575148648335003,0.2575148648335066,0.2575148648335008,0.0,0.0503425416768013,0.25599463335872663,0.17647732474914957,0.010100000000000007,0.010100000000000007,0.010100000000000007,0.010100000000000007,0.010100000000000007,0.010100000000000007,5.215905966012999e-06,1.2982961795539325
35063,1579579200000,0.0,0.3245132054097799,0.32451320540978074,0.32451320540978656,0.3245132054097814,0.0,0.22598002972879505,0.27986751626129314,0.241859896677191,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010100000000000007,0.010100000000000007,5.215905966012999e-06,1.2982961795539325
35064,1579582800000,0.0,0.3884695743442248,0.38846957434422624,0.3884695743442306,0.38846957434422646,0.011137828047267373,0.39529866364211963,0.2636592421308255,0.3037028394122072,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010200000000000008,0.010200000000000008,5.215905966012999e-06,1.2982961795539325
35065,1579586400000,0.0,0.4298386212328176,0.42983862123281913,0.42983862123282357,0.42983862123281935,0.771322680310484,0.6260704691025003,0.18038760518069363,0.34318905588366455,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010200000000000008,0.010200000000000008,5.215905966012999e-06,1.2982961795539325
35066,1579590000000,0.01,0.46828848366673315,0.46828848366673526,0.46828848366673714,0.46828848366673487,0.0816749744506251,0.49394905362531816,0.091744603061926,0.3776416294801561,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010300000000000007,0.010200000000000008,0.010200000000000008,4.969040333343169e-06,1.2982961795539325
35067,1579593600000,0.01,0.512947107898141,0.5129471078981431,0.5129471078981451,0.5129471078981427,1.5495881893240082,1.687833737899259,0.31346514995206276,0.4135521565953817,0.01770000000000001,0.01770000000000001,0.01770000000000001,0.01770000000000001,0.01670000000000001,0.01670000000000001,0.013400000000000009,1.2982961795539325
35068,1579597200000,0.41,0.5477088141513309,0.5477088141513337,0.5477088141513349,0.5477088141513322,1.8659623834808763,1.8254090841850283,0.615104392904812,0.44003095540941306,0.1399,0.1407,0.1401,0.1399,0.12259999999999996,0.12259999999999996,0.12640000000000007,1.2982961795539325
35069,1579600800000,4.41,1.0016073617682306,1.0016073617682326,1.001607361768233,1.0016073617682313,2.329561324161795,2.507719419422518,2.3533817084193185,0.8865766891121019,1.8913999999999995,1.8893999999999993,1.8518,1.8518,1.8509999999999993,1.8636999999999995,1.7630999999999997,1.2982961795539325
35070,1579604400000,5.11,4.623842643046582,4.623842643046584,4.623842643046587,4.623842643046584,2.9004407351731736,2.9898842784444652,3.350233211086341,4.456269084663388,3.7939,3.7786999999999993,3.6954999999999996,3.710699999999999,3.749100000000002,3.756600000000002,3.4478999999999984,1.2982961795539325
35071,1579608000000,4.32,4.609754194771933,4.609754194771932,4.609754194771933,4.609754194771933,3.304575339430226,3.124747965359789,3.1922110004966076,4.447021695493745,3.7631999999999994,3.723599999999999,3.6264999999999983,3.6264999999999983,3.6782000000000012,3.6908000000000003,3.5201,1.2982961795539325
35072,1579611600000,1.61,3.4473541125042235,3.4473541125042235,3.4473541125042226,3.4473541125042226,3.2031970912707988,3.296681409361537,3.364947669706542,3.302529156847782,2.7167999999999997,2.7151,2.671,2.671,2.682100000000001,2.693300000000001,2.3920999999999997,1.2982961795539325
35073,1579615200000,0.51,0.7032392884321241,0.7032392884321282,0.7032392884321226,0.7032392884321228,3.155222382651263,3.2146243130950283,2.7279173820694185,0.5986659217998258,0.9333999999999996,0.9355999999999995,0.9410999999999996,0.9410999999999996,0.8486000000000001,0.8486000000000001,0.4940999999999999,1.2982961795539325
35074,1579618800000,0.07,0.0019354295075346695,0.0019354295075395545,0.0019354295075340033,0.0019354295075338368,1.668502058761382,1.8399768607231657,1.3496188565552005,0.0,0.08640000000000002,0.08640000000000002,0.08690000000000003,0.08690000000000003,0.08830000000000003,0.08830000000000003,0.08439999999999999,1.2982961795539325
35075,1579622400000,0.01,0.0,0.0,0.0,0.0,1.4003100429964173,1.4817645825025667,0.32141855812143627,0.0,0.010100000000000007,0.010000000000000007,0.010000000000000007,0.010000000000000007,0.010100000000000007,0.010400000000000006,0.0012999999999999997,1.2982961795539325
35076,1579626000000,0.0,0.08975611107701931,0.08975611107702208,0.08975611107702086,0.0897561110770188,1.1890015339573157,1.0257721443740973,0.0,0.0,0.009200000000000007,0.009200000000000007,0.009200000000000007,0.009200000000000007,0.009300000000000008,0.009300000000000008,0.0,1.2982961795539325
35077,1579629600000,0.0,0.11816181752559696,0.1181618175255994,0.11816181752559984,0.11816181752559657,0.16657566961660653,0.35878162350704235,0.0,0.024768864665839718,0.009100000000000007,0.009100000000000007,0.009100000000000007,0.009100000000000007,0.009100000000000007,0.009100000000000007,5.215905966012999e-06,1.2982961795539325
